,date,time,ticket_number,article,Quantity,unit_price,retour
233180,2021*10*06,09:37,213010.0,COUPE,1.0,"0,15 €",False
233181,2021*10*06,09:37,213010.0,SPECIAL BREAD,1.0,"2,40 €",False
233184,2021*10*06,09:40,213011.0,FORMULE SANDWICH,1.0,"6,50 €",False
233187,2021*10*06,09:42,213012.0,PAIN AU CHOCOLAT,1.0,"1,20 €",False
233188,2021*10*06,09:42,213012.0,CROISSANT,1.0,"1,10 €",False
233191,2021*10*06,09:43,213013.0,COUPE,1.0,"0,15 €",False
233192,2021*10*06,09:43,213013.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
233195,2021*10*06,09:55,213014.0,PAIN AU CHOCOLAT,4.0,"1,20 €",False
233198,2021*10*06,09:58,213015.0,BAGUETTE,1.0,"0,90 €",False
233201,2021*10*06,10:00,213016.0,BAGUETTE,1.0,"0,90 €",False
233204,2021*10*06,10:08,213017.0,COUPE,1.0,"0,15 €",False
233205,2021*10*06,10:08,213017.0,SPECIAL BREAD,1.0,"2,40 €",False
233208,2021*10*06,10:11,213018.0,COMPLET,3.0,"1,50 €",False
233209,2021*10*06,10:11,213018.0,COUPE,3.0,"0,15 €",False
233212,2021*10*06,10:13,213019.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
233215,2021*10*06,10:14,213020.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
233218,2021*10*06,10:15,213021.0,BAGUETTE,1.0,"0,90 €",False
233221,2021*10*06,10:17,213022.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
233224,2021*10*06,10:18,213023.0,FORMULE SANDWICH,1.0,"6,50 €",False
233227,2021*10*06,10:20,213024.0,PAIN,4.0,"1,15 €",False
233230,2021*10*06,10:21,213025.0,BAGUETTE,1.0,"0,90 €",False
233231,2021*10*06,10:21,213025.0,DEMI BAGUETTE,1.0,"0,45 €",False
233234,2021*10*06,10:23,213026.0,BANETTINE,1.0,"0,60 €",False
233237,2021*10*06,10:23,213027.0,BAGUETTE,1.0,"0,90 €",False
233240,2021*10*06,10:26,213028.0,QUIM BREAD,2.0,"1,00 €",False
233241,2021*10*06,10:26,213028.0,TARTELETTE,2.0,"2,00 €",False
233244,2021*10*06,10:27,213029.0,COUPE,1.0,"0,15 €",False
233245,2021*10*06,10:27,213029.0,SPECIAL BREAD,1.0,"2,40 €",False
233246,2021*10*06,10:27,213029.0,BAGUETTE,2.0,"0,90 €",False
233249,2021*10*06,10:29,213030.0,COUPE,1.0,"0,15 €",False
233250,2021*10*06,10:29,213030.0,CAMPAGNE,1.0,"1,80 €",False
233253,2021*10*06,10:29,213031.0,COUPE,1.0,"0,15 €",False
233254,2021*10*06,10:29,213031.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
233255,2021*10*06,10:29,213031.0,SEIGLE,1.0,"1,80 €",False
233258,2021*10*06,10:30,213032.0,BAGUETTE,1.0,"0,90 €",False
233261,2021*10*06,10:34,213033.0,COUPE,1.0,"0,15 €",False
233262,2021*10*06,10:34,213033.0,MOISSON,1.0,"2,00 €",False
233265,2021*10*06,10:36,213034.0,BANETTE,4.0,"1,05 €",False
233268,2021*10*06,10:37,213035.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
233269,2021*10*06,10:37,213035.0,DEMI BAGUETTE,1.0,"0,45 €",False
233272,2021*10*06,10:38,213036.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
233275,2021*10*06,10:41,213037.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
233276,2021*10*06,10:41,213037.0,BOULE POLKA,1.0,"1,60 €",False
233277,2021*10*06,10:41,213037.0,COUPE,1.0,"0,15 €",False
233280,2021*10*06,10:46,213038.0,CAMPAGNE,1.0,"1,80 €",False
233281,2021*10*06,10:46,213038.0,COUPE,1.0,"0,15 €",False
233284,2021*10*06,10:56,213039.0,TRADITIONAL BAGUETTE,4.0,"1,20 €",False
233287,2021*10*06,11:04,213040.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
233290,2021*10*06,11:07,213041.0,TRADITIONAL BAGUETTE,4.0,"1,20 €",False
233293,2021*10*06,11:08,213042.0,BAGUETTE,1.0,"0,90 €",False
233294,2021*10*06,11:08,213042.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
233297,2021*10*06,11:15,213043.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
233300,2021*10*06,11:15,213044.0,MOISSON,1.0,"2,00 €",False
233301,2021*10*06,11:15,213044.0,COUPE,1.0,"0,15 €",False
233304,2021*10*06,11:17,213045.0,BANETTE,2.0,"1,05 €",False
233307,2021*10*06,11:21,213046.0,BAGUETTE,1.0,"0,90 €",False
233310,2021*10*06,11:24,213047.0,PAIN AU CHOCOLAT,1.0,"1,20 €",False
233313,2021*10*06,11:31,213048.0,BANETTE,1.0,"1,05 €",False
233314,2021*10*06,11:31,213048.0,FICELLE,1.0,"0,60 €",False
233317,2021*10*06,11:33,213049.0,TRAITEUR,1.0,"8,50 €",False
233320,2021*10*06,11:35,213050.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
233323,2021*10*06,11:41,213051.0,TRAITEUR,1.0,"6,50 €",False
233326,2021*10*06,11:41,213052.0,TRAITEUR,1.0,"6,50 €",False
233329,2021*10*06,11:44,213053.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
233332,2021*10*06,11:46,213054.0,PAIN BANETTE,1.0,"1,40 €",False
233335,2021*10*06,11:46,213055.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
233338,2021*10*06,11:50,213056.0,FORMULE SANDWICH,1.0,"6,50 €",False
233341,2021*10*06,11:51,213057.0,BAGUETTE,1.0,"0,90 €",False
233344,2021*10*06,11:58,213058.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
233347,2021*10*06,11:59,213059.0,TRAITEUR,1.0,"6,50 €",False
233348,2021*10*06,11:59,213059.0,TRAITEUR,1.0,"7,00 €",False
233349,2021*10*06,11:59,213059.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
233352,2021*10*06,11:59,213060.0,BANETTE,2.0,"1,05 €",False
233355,2021*10*06,12:00,213061.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
233358,2021*10*06,12:01,213062.0,COUPE,1.0,"0,15 €",False
233359,2021*10*06,12:01,213062.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
233360,2021*10*06,12:01,213062.0,SPECIAL BREAD,1.0,"2,40 €",False
233363,2021*10*06,12:02,213063.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
233366,2021*10*06,12:04,213064.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
233369,2021*10*06,12:08,213065.0,SANDWICH COMPLET,1.0,"4,50 €",False
233372,2021*10*06,12:08,213066.0,BAGUETTE,1.0,"0,90 €",False
233375,2021*10*06,12:15,213067.0,FORMULE SANDWICH,1.0,"6,50 €",False
233378,2021*10*06,12:16,213068.0,FORMULE SANDWICH,1.0,"6,50 €",False
233381,2021*10*06,12:16,213069.0,TRADITIONAL BAGUETTE,3.0,"1,20 €",False
233384,2021*10*06,12:18,213070.0,SPECIAL BREAD,1.0,"2,40 €",False
233387,2021*10*06,12:19,213071.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
233390,2021*10*06,12:19,213072.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
233393,2021*10*06,12:23,213073.0,SPECIAL BREAD KG,1.0,"4,80 €",False
233394,2021*10*06,12:23,213073.0,COUPE,1.0,"0,15 €",False
233397,2021*10*06,12:24,213074.0,SANDWICH COMPLET,1.0,"4,50 €",False
233400,2021*10*06,12:25,213075.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
233401,2021*10*06,12:25,213075.0,FORMULE SANDWICH,2.0,"6,50 €",False
233404,2021*10*06,12:26,213076.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
233407,2021*10*06,12:28,213077.0,COUPE,1.0,"0,15 €",False
233408,2021*10*06,12:28,213077.0,CAMPAGNE,1.0,"1,80 €",False
233411,2021*10*06,12:29,213078.0,DIVERS BOISSONS,1.0,"2,00 €",False
233412,2021*10*06,12:29,213078.0,FORMULE SANDWICH,1.0,"6,50 €",False
233415,2021*10*06,12:30,213079.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
233416,2021*10*06,12:30,213079.0,CEREAL BAGUETTE,1.0,"1,25 €",False
233419,2021*10*06,12:31,213080.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
233422,2021*10*06,12:32,213081.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
233425,2021*10*06,12:33,213082.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
233426,2021*10*06,12:33,213082.0,SEIGLE,1.0,"1,80 €",False
233429,2021*10*06,12:34,213083.0,BANETTE,2.0,"1,05 €",False
233432,2021*10*06,12:35,213084.0,BOULE 400G,1.0,"1,50 €",False
233433,2021*10*06,12:35,213084.0,TARTELETTE,1.0,"2,00 €",False
233434,2021*10*06,12:35,213084.0,COUPE,1.0,"0,15 €",False
233437,2021*10*06,12:36,213085.0,SANDWICH COMPLET,1.0,"4,50 €",False
233440,2021*10*06,12:38,213086.0,COUPE,1.0,"0,15 €",False
233441,2021*10*06,12:38,213086.0,BOULE 200G,1.0,"1,10 €",False
233442,2021*10*06,12:38,213086.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
233445,2021*10*06,12:40,213087.0,GD NANTAIS,1.0,"11,00 €",False
233448,2021*10*06,12:45,213088.0,FORMULE SANDWICH,1.0,"6,50 €",False
233449,2021*10*06,12:45,213088.0,COUPE,1.0,"0,15 €",False
233450,2021*10*06,12:45,213088.0,BOULE 400G,1.0,"1,50 €",False
233453,2021*10*06,12:46,213089.0,COUPE,1.0,"0,15 €",False
233454,2021*10*06,12:46,213089.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
233455,2021*10*06,12:46,213089.0,MOISSON,1.0,"2,00 €",False
233456,2021*10*06,12:46,213089.0,CROISSANT AMANDES,1.0,"1,40 €",False
233459,2021*10*06,12:47,213090.0,FORMULE SANDWICH,1.0,"6,50 €",False
233462,2021*10*06,12:48,213091.0,COUPE,1.0,"0,15 €",False
233463,2021*10*06,12:48,213091.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
233464,2021*10*06,12:48,213091.0,BOULE 200G,1.0,"1,10 €",False
233467,2021*10*06,12:48,213092.0,TRADITIONAL BAGUETTE,3.0,"1,20 €",False
233468,2021*10*06,12:48,213092.0,TARTELETTE,4.0,"2,00 €",False
233471,2021*10*06,12:50,213093.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
233474,2021*10*06,12:52,213094.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
233477,2021*10*06,12:56,213095.0,DEMI BAGUETTE,1.0,"0,45 €",False
233480,2021*10*06,12:58,213096.0,TRAITEUR,1.0,"7,00 €",False
233481,2021*10*06,12:58,213096.0,DIVERS CONFISERIE,1.0,"3,00 €",False
233486,2021*10*06,16:09,213098.0,COUPE,1.0,"0,15 €",False
233487,2021*10*06,16:09,213098.0,COMPLET,1.0,"1,50 €",False
233488,2021*10*06,16:09,213098.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
233491,2021*10*06,16:11,213099.0,GRAND FAR BRETON,2.0,"7,00 €",False
233492,2021*10*06,16:11,213099.0,PAIN BANETTE,1.0,"1,40 €",False
233493,2021*10*06,16:11,213099.0,TRADITIONAL BAGUETTE,4.0,"1,20 €",False
233496,2021*10*06,16:13,213100.0,CHAUSSON AUX POMMES,1.0,"1,40 €",False
233497,2021*10*06,16:13,213100.0,FLAN ABRICOT,1.0,"2,10 €",False
233498,2021*10*06,16:13,213100.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
233501,2021*10*06,16:17,213101.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
233504,2021*10*06,16:21,213102.0,MOISSON,1.0,"2,00 €",False
233505,2021*10*06,16:21,213102.0,COUPE,1.0,"0,15 €",False
233508,2021*10*06,16:31,213103.0,BANETTE,5.0,"1,05 €",False
233511,2021*10*06,16:32,213104.0,TARTELETTE,1.0,"2,00 €",False
233512,2021*10*06,16:32,213104.0,COUPE,1.0,"0,15 €",False
233513,2021*10*06,16:32,213104.0,BOULE 200G,1.0,"1,10 €",False
233516,2021*10*06,16:35,213105.0,COUPE,1.0,"0,15 €",False
233517,2021*10*06,16:35,213105.0,BOULE 400G,1.0,"1,50 €",False
233518,2021*10*06,16:35,213105.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
233521,2021*10*06,16:37,213106.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
233524,2021*10*06,16:38,213107.0,COOKIE,4.0,"1,00 €",False
233527,2021*10*06,16:41,213108.0,PAIN AUX RAISINS,1.0,"1,40 €",False
233528,2021*10*06,16:41,213108.0,CHAUSSON AUX POMMES,1.0,"1,40 €",False
233529,2021*10*06,16:41,213108.0,PAIN AU CHOCOLAT,1.0,"1,20 €",False
233532,2021*10*06,16:48,213109.0,BAGUETTE,1.0,"0,90 €",213110.0
233535,2021*10*06,16:49,213110.0,BAGUETTE,-1.0,"0,90 €",True
233538,2021*10*06,16:49,213111.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
233541,2021*10*06,17:00,213112.0,BAGUETTE,1.0,"0,90 €",False
233544,2021*10*06,17:02,213113.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
233545,2021*10*06,17:02,213113.0,SAND JB EMMENTAL,1.0,"3,50 €",False
233548,2021*10*06,17:06,213114.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
233551,2021*10*06,17:10,213115.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
233552,2021*10*06,17:10,213115.0,COMPLET,1.0,"1,50 €",False
233553,2021*10*06,17:10,213115.0,COUPE,1.0,"0,15 €",False
233556,2021*10*06,17:21,213116.0,FLAN ABRICOT,1.0,"2,10 €",False
233557,2021*10*06,17:21,213116.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
233560,2021*10*06,17:22,213117.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
233563,2021*10*06,17:23,213118.0,PT NANTAIS,1.0,"3,00 €",False
233566,2021*10*06,17:32,213119.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
233569,2021*10*06,17:32,213120.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
233572,2021*10*06,17:38,213121.0,BANETTE,1.0,"1,05 €",False
233573,2021*10*06,17:38,213121.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
233576,2021*10*06,17:42,213122.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
233579,2021*10*06,17:43,213123.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
233582,2021*10*06,17:48,213124.0,BOISSON 33CL,2.0,"1,50 €",False
233583,2021*10*06,17:48,213124.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
233584,2021*10*06,17:48,213124.0,QUIM BREAD,1.0,"1,00 €",False
233587,2021*10*06,17:51,213125.0,BANETTE,1.0,"1,05 €",False
233590,2021*10*06,17:55,213126.0,COUPE,1.0,"0,15 €",False
233591,2021*10*06,17:55,213126.0,TRAITEUR,1.0,"6,50 €",False
233592,2021*10*06,17:55,213126.0,MOISSON,1.0,"2,00 €",False
233593,2021*10*06,17:55,213126.0,TRAITEUR,2.0,"7,00 €",False
233596,2021*10*06,17:57,213127.0,TRADITIONAL BAGUETTE,3.0,"1,20 €",False
233597,2021*10*06,17:57,213127.0,CROISSANT AMANDES,2.0,"1,40 €",False
233600,2021*10*06,18:04,213128.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
233601,2021*10*06,18:04,213128.0,BOISSON 33CL,1.0,"1,50 €",False
233604,2021*10*06,18:10,213129.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
233607,2021*10*06,18:16,213130.0,CEREAL BAGUETTE,2.0,"1,25 €",False
233610,2021*10*06,18:29,213131.0,BAGUETTE,1.0,"0,90 €",False
233611,2021*10*06,18:29,213131.0,BANETTE,1.0,"1,05 €",False
233614,2021*10*06,18:31,213132.0,BANETTE,2.0,"1,05 €",False
233617,2021*10*06,18:45,213133.0,PAIN AUX RAISINS,1.0,"1,40 €",False
233618,2021*10*06,18:45,213133.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
233621,2021*10*06,18:46,213134.0,KOUIGN AMANN,1.0,"2,10 €",False
233622,2021*10*06,18:46,213134.0,TARTELETTE,1.0,"2,00 €",False
233627,2021*10*07,07:47,213136.0,PAIN AU CHOCOLAT,1.0,"1,20 €",False
233628,2021*10*07,07:47,213136.0,BAGUETTE,1.0,"0,90 €",False
233631,2021*10*07,07:53,213137.0,COOKIE,1.0,"1,00 €",False
233632,2021*10*07,07:53,213137.0,PAIN AUX RAISINS,3.0,"1,40 €",False
233633,2021*10*07,07:53,213137.0,BROWNIES,1.0,"2,50 €",False
233636,2021*10*07,07:53,213138.0,COUPE,1.0,"0,15 €",False
233637,2021*10*07,07:53,213138.0,CROISSANT,5.0,"1,10 €",False
233638,2021*10*07,07:53,213138.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
233639,2021*10*07,07:53,213138.0,MOISSON,1.0,"2,00 €",False
233640,2021*10*07,07:53,213138.0,BANETTE,2.0,"1,05 €",False
233643,2021*10*07,07:59,213139.0,FICELLE,1.0,"0,60 €",False
233646,2021*10*07,08:02,213140.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
233649,2021*10*07,08:09,213141.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
233652,2021*10*07,08:09,213142.0,CAFE OU EAU,1.0,"1,00 €",False
233653,2021*10*07,08:09,213142.0,PAIN AU CHOCOLAT,1.0,"1,20 €",False
233656,2021*10*07,08:14,213143.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
233659,2021*10*07,08:17,213144.0,CEREAL BAGUETTE,1.0,"1,25 €",False
233662,2021*10*07,08:23,213145.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
233663,2021*10*07,08:23,213145.0,CROISSANT,4.0,"1,10 €",False
233666,2021*10*07,08:28,213146.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
233667,2021*10*07,08:28,213146.0,PAIN AU CHOCOLAT,4.0,"1,20 €",False
233670,2021*10*07,08:39,213147.0,BAGUETTE,1.0,"0,90 €",False
233671,2021*10*07,08:39,213147.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
233674,2021*10*07,08:40,213148.0,BAGUETTE,1.0,"0,90 €",False
233677,2021*10*07,08:45,213149.0,PAIN AU CHOCOLAT,2.0,"1,20 €",False
233678,2021*10*07,08:45,213149.0,BAGUETTE,2.0,"0,90 €",False
233679,2021*10*07,08:45,213149.0,CROISSANT,2.0,"1,10 €",False
233682,2021*10*07,08:48,213150.0,FICELLE,2.0,"0,60 €",False
233683,2021*10*07,08:48,213150.0,PAIN AUX RAISINS,1.0,"1,40 €",False
233684,2021*10*07,08:48,213150.0,PAIN AU CHOCOLAT,1.0,"1,20 €",False
233687,2021*10*07,08:50,213151.0,BOULE 400G,1.0,"1,50 €",False
233690,2021*10*07,08:50,213152.0,PAIN,1.0,"1,15 €",False
233693,2021*10*07,08:50,213153.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
233696,2021*10*07,08:51,213154.0,BANETTINE,1.0,"0,60 €",False
233697,2021*10*07,08:51,213154.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
233700,2021*10*07,08:51,213155.0,BAGUETTE,1.0,"0,90 €",False
233703,2021*10*07,08:52,213156.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
233706,2021*10*07,08:58,213157.0,CROISSANT AMANDES,2.0,"1,40 €",False
233707,2021*10*07,08:58,213157.0,PAIN AU CHOCOLAT,1.0,"1,20 €",False
233708,2021*10*07,08:58,213157.0,FORMULE SANDWICH,1.0,"6,50 €",False
233711,2021*10*07,08:59,213158.0,BANETTINE,1.0,"0,60 €",False
233714,2021*10*07,09:00,213159.0,CHAUSSON AUX POMMES,3.0,"1,40 €",False
233715,2021*10*07,09:00,213159.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
233716,2021*10*07,09:00,213159.0,PAIN AU CHOCOLAT,4.0,"1,20 €",False
233717,2021*10*07,09:00,213159.0,CROISSANT,4.0,"1,10 €",False
233720,2021*10*07,09:03,213160.0,FORMULE SANDWICH,1.0,"6,50 €",False
233723,2021*10*07,09:04,213161.0,BOULE 200G,1.0,"1,10 €",False
233724,2021*10*07,09:04,213161.0,COUPE,1.0,"0,15 €",False
233725,2021*10*07,09:04,213161.0,TARTELETTE,4.0,"2,00 €",False
233726,2021*10*07,09:04,213161.0,BAGUETTE,1.0,"0,90 €",False
233729,2021*10*07,09:06,213162.0,FICELLE,2.0,"0,60 €",False
233732,2021*10*07,09:13,213163.0,FLAN,1.0,"2,00 €",False
233733,2021*10*07,09:13,213163.0,MOISSON,1.0,"2,00 €",False
233734,2021*10*07,09:13,213163.0,COUPE,1.0,"0,15 €",False
233735,2021*10*07,09:13,213163.0,TARTELETTE,2.0,"2,00 €",False
233738,2021*10*07,09:15,213164.0,BANETTE,1.0,"1,05 €",False
233741,2021*10*07,09:16,213165.0,SPECIAL BREAD,1.0,"2,40 €",False
233742,2021*10*07,09:16,213165.0,BANETTE,6.0,"1,05 €",False
233743,2021*10*07,09:16,213165.0,COUPE,1.0,"0,15 €",False
233744,2021*10*07,09:16,213165.0,COUPE,1.0,"0,15 €",False
233745,2021*10*07,09:16,213165.0,SPECIAL BREAD KG,1.0,"4,80 €",False
233746,2021*10*07,09:16,213165.0,BOULE 400G,1.0,"1,50 €",False
233749,2021*10*07,09:19,213166.0,PAIN,1.0,"1,15 €",False
233752,2021*10*07,09:19,213167.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
233755,2021*10*07,09:20,213168.0,FINANCIER X5,3.0,"3,00 €",False
233756,2021*10*07,09:20,213168.0,COUPE,1.0,"0,15 €",False
233757,2021*10*07,09:20,213168.0,SPECIAL BREAD,1.0,"2,40 €",False
233760,2021*10*07,09:21,213169.0,BAGUETTE,2.0,"0,90 €",False
233763,2021*10*07,09:22,213170.0,BAGUETTE,2.0,"0,90 €",False
233766,2021*10*07,09:23,213171.0,DEMI BAGUETTE,1.0,"0,45 €",False
233767,2021*10*07,09:23,213171.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
233770,2021*10*07,09:28,213172.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
233773,2021*10*07,09:36,213173.0,FINANCIER X5,1.0,"3,00 €",False
233774,2021*10*07,09:36,213173.0,KOUIGN AMANN,3.0,"2,10 €",False
233777,2021*10*07,09:41,213174.0,BAGUETTE,2.0,"0,90 €",False
233780,2021*10*07,09:43,213175.0,COUPE,1.0,"0,15 €",False
233781,2021*10*07,09:43,213175.0,SPECIAL BREAD,1.0,"2,40 €",False
233784,2021*10*07,09:47,213176.0,DEMI BAGUETTE,1.0,"0,45 €",False
233785,2021*10*07,09:47,213176.0,CHAUSSON AUX POMMES,1.0,"1,40 €",False
233786,2021*10*07,09:47,213176.0,PAIN AU CHOCOLAT,1.0,"1,20 €",False
233787,2021*10*07,09:47,213176.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
233790,2021*10*07,09:48,213177.0,COUPE,2.0,"0,15 €",False
233791,2021*10*07,09:48,213177.0,MOISSON,2.0,"2,00 €",False
233792,2021*10*07,09:48,213177.0,COUPE,2.0,"0,15 €",False
233793,2021*10*07,09:48,213177.0,COMPLET,2.0,"1,50 €",False
233794,2021*10*07,09:48,213177.0,PAIN AU CHOCOLAT,4.0,"1,20 €",False
233797,2021*10*07,09:51,213178.0,BANETTE,1.0,"1,05 €",False
233800,2021*10*07,09:52,213179.0,COUPE,2.0,"0,15 €",False
233801,2021*10*07,09:52,213179.0,CAMPAGNE,2.0,"1,80 €",False
233802,2021*10*07,09:52,213179.0,BAGUETTE,1.0,"0,90 €",False
233805,2021*10*07,09:53,213180.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
233806,2021*10*07,09:53,213180.0,COUPE,1.0,"0,15 €",False
233807,2021*10*07,09:53,213180.0,MOISSON,1.0,"2,00 €",False
233808,2021*10*07,09:53,213180.0,BAGUETTE,1.0,"0,90 €",False
233811,2021*10*07,09:54,213181.0,BOULE 400G,1.0,"1,50 €",False
233814,2021*10*07,09:55,213182.0,PAIN,1.0,"1,15 €",False
233817,2021*10*07,09:55,213183.0,CROISSANT,8.0,"1,10 €",False
233820,2021*10*07,09:56,213184.0,PAIN,2.0,"1,15 €",False
233823,2021*10*07,10:00,213185.0,BANETTE,1.0,"1,05 €",False
233824,2021*10*07,10:00,213185.0,BAGUETTE,1.0,"0,90 €",False
233827,2021*10*07,10:03,213186.0,COUPE,1.0,"0,15 €",False
233828,2021*10*07,10:03,213186.0,BOULE 200G,1.0,"1,10 €",False
233831,2021*10*07,10:04,213187.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
233834,2021*10*07,10:04,213188.0,BANETTE,1.0,"1,05 €",False
233835,2021*10*07,10:04,213188.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
233838,2021*10*07,10:08,213189.0,SPECIAL BREAD,1.0,"2,40 €",False
233839,2021*10*07,10:08,213189.0,COUPE,1.0,"0,15 €",False
233842,2021*10*07,10:09,213190.0,BANETTE,1.0,"1,05 €",False
233845,2021*10*07,10:12,213191.0,FORMULE SANDWICH,1.0,"6,50 €",False
233848,2021*10*07,10:13,213192.0,CROISSANT,1.0,"1,10 €",False
233849,2021*10*07,10:13,213192.0,PAIN AU CHOCOLAT,1.0,"1,20 €",False
233852,2021*10*07,10:14,213193.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
233855,2021*10*07,10:22,213194.0,BANETTE,1.0,"1,05 €",False
233856,2021*10*07,10:22,213194.0,BAGUETTE,1.0,"0,90 €",False
233859,2021*10*07,10:28,213195.0,COUPE,1.0,"0,15 €",False
233860,2021*10*07,10:28,213195.0,BOULE 400G,1.0,"1,50 €",False
233861,2021*10*07,10:28,213195.0,CROISSANT,1.0,"1,10 €",False
233862,2021*10*07,10:28,213195.0,BOULE 200G,1.0,"1,10 €",False
233863,2021*10*07,10:28,213195.0,COUPE,1.0,"0,15 €",False
233866,2021*10*07,10:28,213196.0,BANETTE,1.0,"1,05 €",False
233867,2021*10*07,10:28,213196.0,COUPE,1.0,"0,15 €",False
233868,2021*10*07,10:28,213196.0,BOULE 200G,1.0,"1,10 €",False
233871,2021*10*07,10:36,213197.0,BANETTINE,2.0,"0,60 €",False
233874,2021*10*07,10:38,213198.0,TRADITIONAL BAGUETTE,3.0,"1,20 €",False
233875,2021*10*07,10:38,213198.0,TARTELETTE,2.0,"2,00 €",False
233878,2021*10*07,10:40,213199.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
233881,2021*10*07,10:40,213200.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
233884,2021*10*07,10:41,213201.0,BANETTE,1.0,"1,05 €",False
233887,2021*10*07,10:41,213202.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
233888,2021*10*07,10:41,213202.0,PAIN AU CHOCOLAT,2.0,"1,20 €",False
233891,2021*10*07,10:42,213203.0,SAND JB EMMENTAL,1.0,"3,50 €",False
233892,2021*10*07,10:42,213203.0,SANDWICH COMPLET,1.0,"4,50 €",False
233893,2021*10*07,10:42,213203.0,DIVERS BOISSONS,1.0,"2,00 €",False
233896,2021*10*07,10:42,213204.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
